Year,IceInDayofYear,IceOutDayofYear,LengthOfIceCover_days,IceInDayofYear_fed,cumMeanDailyT_Jan,cumMeanDailyT_Feb,cumMeanDailyT_Mar,cumMeanDailyT_Apr,cumMeanDailyT_Sep,cumMeanDailyT_Oct,cumMeanDailyT_Nov,cumMeanDailyT_Dec,cumSnow_Jan,cumSnow_Feb,cumSnow_Mar,cumSnow_Apr,cumSnow_Sep,cumSnow_Oct,cumSnow_Nov,cumSnow_Dec,cumRain_Jan,cumRain_Feb,cumRain_Mar,cumRain_Apr,cumRain_Sep,cumRain_Oct,cumRain_Nov,cumRain_Dec,percPrecipRain_Jan,percPrecipRain_Feb,percPrecipRain_Mar,percPrecipRain_Apr,percPrecipRain_Sep,percPrecipRain_Oct,percPrecipRain_Nov,percPrecipRain_Dec,nDaysMeanBelowZero_Jan,nDaysMeanBelowZero_Feb,nDaysMeanBelowZero_Mar,nDaysMeanBelowZero_Apr,nDaysMeanBelowZero_Sep,nDaysMeanBelowZero_Oct,nDaysMeanBelowZero_Nov,nDaysMeanBelowZero_Dec,nDaysMinBelowZero_Jan,nDaysMinBelowZero_Feb,nDaysMinBelowZero_Mar,nDaysMinBelowZero_Apr,nDaysMinBelowZero_Sep,nDaysMinBelowZero_Oct,nDaysMinBelowZero_Nov,nDaysMinBelowZero_Dec,cumMeanDailyT_SepOct,cumMeanDailyT_SepOctNov,cumMeanDailyT_OctNov,cumMeanDailyT_OctNovDec,cumSnow_OctNov,cumSnow_OctNovDec,cumSnow_SepOct,cumSnow_SepOctNov,cumRain_SepOct,cumRain_SepOctNov,cumRain_OctNov,cumRain_OctNovDec,nDaysMeanBelowZero_SepOct,nDaysMeanBelowZero_SepOctNov,nDaysMeanBelowZero_OctNov,nDaysMeanBelowZero_OctNovDec,nDaysMinBelowZero_SepOct,nDaysMinBelowZero_SepOctNov,nDaysMinBelowZero_OctNov,nDaysMinBelowZero_OctNovDec,cumMeanDailyT_MarApr,cumMeanDailyT_FebMarApr,cumMeanDailyT_FebMar,cumMeanDailyT_JanFebMar,cumSnow_MarApr,cumSnow_FebMarApr,cumSnow_FebMar,cumSnow_JanFebMar,cumRain_MarApr,cumRain_FebMarApr,cumRain_FebMar,cumRain_JanFebMar,nDaysMeanAboveZero_MarApr,nDaysMeanAboveZero_Mar,nDaysMeanAboveZero_FebMar,nDaysMinAboveZero_MarApr,nDaysMinAboveZero_Mar,nDaysMinAboveZero_FebMar,maxSnowDepth_mm,maxSnowDepthDOY_fed,ENSO_index_spring,ENSO_index_summer,ENSO_index_winter,ENSO_index_fall,ENSO_Jan,ENSO_Feb,ENSO_Mar,ENSO_Apr,ENSO_Oct,ENSO_Nov,ENSO_Dec,ENSO_Oct_to_Mar,NAO_index_spring,NAO_index_summer,NAO_index_winter,NAO_index_fall,NAO_index_Jan,NAO_index_Feb,NAO_index_Mar,NAO_index_Apr,NAO_index_May,NAO_index_Jun,NAO_index_Jul,NAO_index_Aug,NAO_index_Sep,NAO_index_Oct,NAO_index_Nov,NAO_index_Dec,GlobalTempanomaly_C,isotherm_TempMax_degC_17_days_0_degC_WaterYear_date,isotherm_TempMean_degC_29_days_4_degC_WaterYear_date
1945,340,85,111,66,-253.62999999999997,-88.05,234.70999999999998,327.7900000000001,530.8000000000001,323.87000000000006,117.23,-126.11,784.8599999999999,574.0400000000001,124.46,0,NA,NA,358.14000000000004,439.42,115.824,83.058,50.03800000000001,117.602,129.03199999999998,49.02199999999999,118.11000000000001,93.726,12.859560067681898,12.640123695400076,28.675400291120823,100,NA,NA,24.8,17.579799904716534,30,21,6,0,0,0,6,26,31,28,15,2,0,2,18,30,854.6700000000001,971.9000000000001,441.1000000000001,314.99000000000007,NA,NA,NA,NA,178.05399999999997,296.164,167.132,260.858,0,6,6,32,2,20,20,50,562.5,474.45000000000005,146.65999999999997,-106.96999999999997,124.46,698.5000000000001,698.5000000000001,1483.3600000000001,167.64000000000001,250.698,133.096,248.92000000000002,55,25,32,44,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1775,84,173
1946,NA,83,NA,NA,-94.42,-120.53999999999999,231.93999999999997,220.57999999999996,537.78,317.49999999999994,148.60999999999996,-145.26000000000002,165.09999999999997,365.76,0,152.39999999999998,NA,0,355.6,655.32,45.974000000000004,76.962,36.322,48.00599999999999,92.71000000000001,74.168,170.434,106.93400000000001,21.780986762936227,17.383820998278832,100,23.954372623574145,NA,100,32.39980685659102,14.028657114295237,22,24,5,0,0,0,5,25,26,28,10,8,0,1,13,28,855.28,1003.8899999999999,466.1099999999999,320.8499999999999,355.6,1010.9200000000001,NA,NA,166.87800000000001,337.312,244.602,351.536,0,5,5,30,1,14,14,42,452.5199999999999,331.9799999999999,111.39999999999998,16.97999999999999,152.39999999999998,518.16,365.76,530.8599999999999,84.328,161.29,113.284,159.258,56,26,30,43,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.009166666666666667,80,175
1947,361,99,103,88,-41.64999999999999,-132.23000000000002,-1.4099999999999977,221.92000000000004,508.04999999999995,407.79,215.29,-15.850000000000009,129.54000000000002,459.74,304.79999999999995,76.2,NA,0,0,88.9,78.486,41.402,94.742,107.442,59.944,44.704,13.208,67.81800000000001,37.72893772893773,8.261530663963509,23.71265098537826,58.50622406639003,NA,100,100,43.27390599675851,17,23,17,1,0,0,1,19,26,27,28,8,0,0,8,25,915.8399999999999,1131.1299999999999,623.08,607.23,0,88.9,NA,NA,104.648,117.856,57.912,125.73000000000002,0,1,1,20,0,8,8,33,220.51000000000005,88.28000000000003,-133.64000000000001,-175.29,380.99999999999994,840.74,764.54,894.0799999999999,202.184,243.586,136.144,214.63,43,14,19,25,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03583333333333334,102,197
1948,353,91,103,80,-230.85999999999999,-144.44000000000005,57.25000000000001,257.74,553.07,474.1600000000001,87.78,-91.41,683.26,279.4,304.8,0,0,NA,43.17999999999999,515.6199999999999,79.24799999999999,55.117999999999995,93.726,134.366,4.064,57.150000000000006,148.082,73.66000000000001,10.393071285809459,16.476841305998484,23.518164435946463,100,100,NA,77.42363877822045,12.500000000000005,31,21,11,0,0,0,6,25,31,27,21,6,0,0,19,30,1027.23,1115.01,561.94,470.5300000000001,NA,NA,NA,NA,61.214000000000006,209.296,205.232,278.892,0,6,6,31,0,19,19,49,314.99,170.54999999999995,-87.19000000000005,-318.05000000000007,304.8,584.2,584.2,1267.46,228.092,283.21000000000004,148.844,228.09199999999998,50,20,27,34,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.050217391304344,-17.730652173913043,-0.464406779661017,NA,4.241333333333339,-5.332413793103446,68.46096774193549,46.58166666666666,-12.487741935483868,-3.050999999999999,-40.34225806451613,-9.325161290322578,NA,NA,NA,NA,-0.05500000000000001,87,187
1949,361,84,89,87,-15.829999999999998,3.8600000000000008,90.82,286.68,473.63,316.92,238.61000000000004,-16.099999999999987,492.76,233.68,228.6,0,0,0,63.5,309.88000000000005,136.144,61.214,31.242,95.25,88.64599999999999,65.786,138.68400000000003,234.44199999999998,21.647819063004846,20.757967269595177,12.023460410557185,100,100,100,68.5929648241206,43.07046196920205,16,15,13,0,0,0,1,16,25,21,20,4,0,3,2,22,790.55,1029.16,555.5300000000001,539.4300000000001,63.5,373.38000000000005,0,63.5,154.432,293.116,204.47000000000003,438.91200000000003,0,1,1,17,3,5,5,27,377.5,381.36,94.67999999999999,78.85,228.6,462.28,462.28,955.0400000000001,126.492,187.70600000000002,92.456,228.6,48,18,31,37,11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.640978260869574,-7.493804347826087,48.21488888888889,-8.97142857142857,47.836774193548386,100.28500000000001,-48.94709677419355,114.06033333333333,38.403870967741945,2.7756666666666683,-33.36709677419355,8.441290322580645,-9.582000000000006,18.628709677419362,-36.881,1.5619354838709665,-0.07333333333333333,88,185
1950,33,105,72,125,18.900000000000013,-119.47000000000001,-43.620000000000005,196.40999999999997,447.79999999999984,435.8399999999999,131.65,-7.229999999999998,124.46000000000001,584.1999999999999,345.44,152.4,0,0,104.14,307.34,113.28399999999999,118.36399999999999,104.64800000000001,75.94600000000001,98.04400000000001,72.644,50.038,100.83800000000002,47.64957264957265,16.847433116413594,23.25056433408578,33.25917686318132,100,100,32.45469522240527,24.70441817050405,11,24,19,1,0,0,4,19,22,28,27,11,0,0,10,23,883.6399999999998,1015.2899999999997,567.4899999999999,560.2599999999999,104.14,411.47999999999996,0,104.14,170.68800000000002,220.726,122.682,223.52000000000004,0,4,4,23,0,10,10,33,152.78999999999996,33.319999999999936,-163.09000000000003,-144.19,497.84000000000003,1082.04,929.6399999999999,1054.1,180.59400000000002,298.958,223.012,336.296,41,12,16,23,4,4,NA,NA,-1.1366666666666667,-0.6033333333333333,-1.435,NA,-1.53,-1.34,-1.16,-1.18,NA,NA,NA,NA,-26.26652173913044,10.623804347826086,35.061666666666675,7.180549450549449,15.155161290322583,41.08071428571428,-58.35774193548387,31.208333333333343,-49.796129032258065,9.5343333333333309,3.0748387096774192,19.227096774193548,-44.919999999999995,30.33709677419355,35.35266666666667,49.53161290322581,-0.15583333333333332,NA,200
1951,NA,89,NA,NA,-58.620000000000005,-44.989999999999995,60,263.04,485,386.38000000000005,185.83999999999997,-75.56,368.3,228.6,287.02000000000004,50.8,0,0,55.879999999999995,599.44,94.488,113.53800000000001,200.66,87.122,104.648,62.738,107.442,140.71600000000004,20.417124039517017,33.18485523385301,41.14583333333333,63.16758747697975,100,100,65.78538102643856,19.011667810569666,20,14,6,0,0,0,6,25,27,24,24,1,0,1,12,29,871.3800000000001,1057.22,572.22,496.66,55.879999999999995,655.32,0,55.879999999999995,167.386,274.828,170.18,310.8960000000001,0,6,6,31,1,13,13,42,323.04,278.05,15.010000000000005,-43.61,337.82000000000005,566.42,515.62,883.9200000000001,287.782,401.32,314.198,408.68600000000004,55,25,39,36,7,11,NA,NA,0.12333333333333332,0.7233333333333333,-0.72,-0.4766666666666667,-0.82,-0.54,-0.17,0.18,-0.44,-0.6,-0.8,-3.37,-76.93695652173913,-9.104347826086961,7.152111111111102,36.64351648351648,52.258064516129025,54.03964285714285,-143.11193548387098,-27.33166666666667,-58.76709677419355,-79.107,16.96,32.575806451612905,91.39533333333333,49.715161290322584,-31.615666666666655,-80.30387096774193,-8.333333333333433e-4,87,191
1952,350,97,112,77,-69.42,-47.79,29.74,288.07,522.21,363.6,65.31,-31.39,215.89999999999998,408.93999999999994,375.91999999999996,0,0,0,190.5,411.47999999999996,125.22200000000001,81.534,114.3,238.50600000000003,170.688,142.494,140.716,134.61999999999998,36.708860759493675,16.6235111341274,23.316062176165804,100,100,100,42.484662576687114,24.651162790697676,20,21,14,0,0,0,12,17,25,26,25,2,0,0,20,22,885.8100000000001,951.1200000000001,428.91,397.52000000000004,190.5,601.98,0,190.5,313.182,453.898,283.21000000000004,417.83000000000004,0,12,12,29,0,20,20,42,317.81,270.02,-18.05,-87.47000000000001,375.91999999999996,784.8599999999999,784.8599999999999,1000.7599999999999,352.80600000000004,434.34000000000003,195.834,321.05600000000004,47,17,24,34,6,8,NA,NA,0.27666666666666667,-0.026666666666666665,0.5700000000000001,1.06,0.53,0.37,0.34,0.29,1.15,1.04,0.81,4.24,-70.89728260869563,-14.00054347826087,21.311978021978007,10.405274725274724,62.82354838709677,-137.79655172413794,-156.31548387096774,54.23133333333333,-106.57129032258064,6.247666666666667,-21.460967741935484,-26.135161290322582,-15.903666666666668,29.202258064516123,17.29066666666667,128.64387096774192,0.04416666666666667,86,193
1953,364,81,83,90,-34.15,-10.54,78.33000000000001,234.74,526.3900000000001,290.80000000000007,171.66000000000003,-13.619999999999996,393.69999999999993,205.74,0,0,0,63.5,5.08,111.76000000000002,168.65599999999998,99.06,194.818,173.99,87.376,18.287999999999997,113.792,109.474,29.990966576332433,32.5,100,100,100,22.360248447204967,95.72649572649573,49.483352468427086,18,15,9,0,0,1,2,17,28,23,15,4,0,5,9,25,817.1900000000002,988.8500000000001,462.4600000000001,448.8400000000001,68.58,180.34000000000003,63.5,68.58,105.664,219.45600000000002,132.07999999999998,241.55399999999997,1,3,3,20,5,14,14,39,313.07000000000005,302.53000000000003,67.79000000000002,33.640000000000015,0,205.74,205.74,599.4399999999999,368.808,467.86800000000005,293.87800000000004,462.534,52,22,35,42,16,21,NA,NA,0.68,0.75,0.3833333333333333,0.09666666666666666,0.4,0.6,0.63,0.66,0.1,0.04,0.15,1.92,-63.21554347826087,23.72510869565217,-76.63411111111111,-53.33857142857143,-54.130967741935486,-54.36357142857142,-54.438709677419354,-102.75033333333333,-33.73290322580645,34.60933333333333,13.03225806451613,23.88483870967742,-52.830333333333336,22.998709677419352,-132.72866666666667,-119.2525806451613,0.13,NA,185
1954,NA,80,NA,NA,-172.23999999999998,19.709999999999994,68.61,282.51,477.2299999999999,383.33999999999986,174.73,55.83000000000001,647.7,185.42,NA,0,0,0,177.79999999999998,55.879999999999995,54.35600000000001,78.23200000000001,78.99399999999999,94.23400000000001,127.508,115.062,65.78599999999999,123.95200000000001,7.742402315484806,29.672447013487485,NA,100,100,100,27.00729927007299,68.92655367231639,26,11,6,3,0,0,4,10,29,23,24,6,0,0,15,19,860.5699999999997,1035.2999999999997,558.0699999999998,613.8999999999999,177.79999999999998,233.67999999999998,0,177.79999999999998,242.57,308.356,180.84799999999998,304.8,0,4,4,14,0,15,15,34,351.12,370.83,88.32,-83.91999999999997,NA,NA,NA,NA,173.228,251.46,157.226,211.582,52,25,42,31,7,12,NA,NA,-0.3333333333333333,-0.66,0.68,0.82,0.76,0.47,-0.05,-0.41,0.84,0.84,0.81,3.67,-42.769021739130444,-4.277173913043477,27.76277777777778,52.129340659340656,-34.10290322580645,28.333571428571425,-50.56032258064516,19.73766666666667,-95.46806451612903,-7.258666666666668,0.534838709677422,-6.203870967741935,13.054333333333334,72.88193548387098,69.76,89.11290322580645,-0.10083333333333333,104,195
1955,9,94,85,101,-148.9,-73.61,49.17,313.87999999999994,477.75000000000006,415.5700000000001,131.97,-51.91999999999999,35.56,317.5,294.64000000000004,76.2,0,0,88.9,0,19.811999999999998,94.23400000000001,141.986,96.26600000000002,71.882,46.227999999999994,163.576,113.53800000000001,35.77981651376147,22.887106724244294,32.51890634089587,55.817378497790884,100,100,64.7887323943662,100,28,19,13,0,0,0,0,20,31,23,24,3,0,1,12,29,893.3200000000002,1025.2900000000002,547.5400000000001,495.6200000000001,88.9,88.9,0,88.9,118.11,281.686,209.80399999999997,323.342,0,0,0,20,1,13,13,42,363.04999999999995,289.43999999999994,-24.439999999999998,-173.33999999999997,370.84000000000003,688.3400000000001,612.1400000000001,647.7,238.252,332.486,236.22,256.032,48,18,27,34,7,12,177.79999999999998,140,-0.76,-0.7166666666666667,-0.6533333333333333,-0.8,-0.68,-0.62,-0.69,-0.8,-0.77,-0.73,-0.66,-4.15,-55.460652173913054,1.3052173913043486,-90.42266666666667,64.97516483516483,-179.07580645161292,-147.1860714285714,-140.74709677419355,-22.977333333333334,-1.6096774193548369,-17.34666666666666,21.588064516129034,-0.9274193548387135,56.68566666666667,51.685161290322576,86.99766666666667,49.50064516129032,-0.13083333333333333,110,188
1956,347,118,136,74,-109.20000000000002,-43.60999999999999,-37.53,168.88999999999996,436.10999999999996,377.51,107.78,-160.55,220.98,403.86,764.54,678.18,0,0,190.5,144.78000000000003,58.42,96.26600000000002,107.44200000000004,179.07,129.794,357.886,85.598,22.86,20.90909090909091,19.24834941594718,12.32158461986601,20.888888888888886,100,100,31.002759889604413,13.636363636363633,25,18,17,1,0,0,7,27,27,27,31,16,0,0,15,28,813.6199999999999,921.3999999999999,485.28999999999996,324.73999999999995,190.5,335.28000000000003,0,190.5,487.68000000000006,573.278,443.48400000000004,466.34400000000005,0,7,7,34,0,15,15,43,131.35999999999996,87.74999999999997,-81.13999999999999,-190.34,1442.7199999999998,1846.58,1168.4,1389.38,286.51200000000006,382.778,203.70800000000006,262.12800000000004,43,14,24,14,0,1,NA,NA,-0.5633333333333334,-0.5433333333333333,-1.1133333333333333,-1.3933333333333333,-1.11,-0.76,-0.63,-0.54,-1.42,-1.67,-1.47,-7.06,-5.418152173913025,-8.144130434782605,-91.8020879120879,-62.65428571428574,-103.1851612903226,-145.29827586206898,-30.029999999999994,-91.25266666666666,102.25935483870967,25.58133333333334,-27.419354838709676,-21.506451612903227,80.00699999999999,-103.83322580645161,-162.764,-30.374193548387098,-0.18166666666666667,81,210
1957,366,89,89,92,-196.68999999999994,-26.67,68.32,284.46000000000004,531.42,360.83000000000004,161.70000000000002,21.089999999999996,510.54,129.54,154.94,266.7,0,0,177.8,271.78,48.25999999999999,42.672,41.656,123.44400000000002,34.544,55.62599999999999,85.598,122.936,8.636363636363635,24.778761061946902,21.18863049095607,31.640625000000007,100,100,32.49758919961427,31.145431145431147,28,17,9,0,0,0,8,15,30,27,22,11,0,0,13,23,892.25,1053.95,522.5300000000001,543.6200000000001,177.8,449.58,0,177.8,90.16999999999999,175.76799999999997,141.224,264.15999999999997,0,8,8,23,0,13,13,36,352.78000000000003,326.11,41.64999999999999,-155.03999999999996,421.64,551.1800000000001,284.48,795.02,165.10000000000002,207.77200000000002,84.328,132.588,52,22,33,28,9,10,279.4,108,0.6833333333333333,1.2266666666666668,-0.20666666666666667,-0.43666666666666665,-0.25,0.06,0.41,0.72,-0.42,-0.43,-0.43,-1.06,-57.04271739130436,-29.731630434782602,43.97133333333333,2.8565934065934133,78.55032258064516,-66.96035714285713,-161.20709677419353,-6.6566666666666725,-1.6390322580645136,-55.590333333333334,-44.11,9.671290322580642,-8.617333333333333,15.067419354838716,1.7126666666666617,109.58870967741936,0.07083333333333333,99,190
1958,365,108,108,92,-125.55,-160.80999999999997,38.629999999999995,268.87999999999994,500.29,328.8899999999998,186.1,22.51,632.46,642.6199999999999,734.0600000000001,238.76,0,0,0,241.29999999999998,159.25799999999998,103.378,95.24999999999999,155.956,121.92000000000002,77.724,114.3,200.152,20.115495668912413,13.857677902621724,11.4854517611026,39.51093951093951,100,100,100,45.33947065592635,24,22,5,0,0,1,4,15,29,27,26,6,0,3,8,23,829.1799999999998,1015.2799999999999,514.9899999999998,537.4999999999998,0,241.29999999999998,0,0,199.644,313.944,192.024,392.176,1,5,5,20,3,11,11,34,307.50999999999993,146.69999999999996,-122.17999999999998,-247.72999999999996,972.82,1615.4399999999998,1376.6799999999998,2009.1399999999999,251.20599999999996,354.58399999999995,198.628,357.88599999999997,56,26,32,29,5,6,NA,NA,0.98,0.5466666666666666,1.7366666666666666,1.4166666666666667,1.81,1.66,1.27,0.93,1.39,1.53,1.74,9.4,-69.60152173913043,-19.03347826086957,-71.61844444444444,-8.33417582417583,-82.22967741935483,-201.05142857142857,-205.46290322580646,9.571000000000005,-10.358709677419354,-22.40700000000001,-49.41612903225806,14.613870967741939,-46.765333333333324,84.75064516129032,-66.09066666666668,55.900000000000006,0.12416666666666668,105,198
1959,343,96,118,70,-144.73000000000005,-118.34,26.92,282.23,554.73,289.42,172.51999999999998,-185.01999999999995,193.04,76.19999999999999,734.0600000000001,0,0,101.6,NA,154.94,91.186,73.406,91.44000000000001,90.424,68.07200000000002,180.594,90.16999999999999,29.972,32.0822162645219,49.066213921901536,11.076923076923077,100,100,63.99639963996401,NA,16.208791208791208,24,19,13,0,0,0,3,29,31,28,25,4,0,3,9,31,844.1500000000001,1016.6700000000001,461.94,276.9200000000001,NA,NA,101.6,NA,248.666,338.836,270.764,300.736,0,3,3,32,3,12,12,43,309.15000000000003,190.81,-91.42,-236.15000000000003,734.0600000000001,810.26,810.26,1003.3000000000001,181.86400000000003,255.27,164.846,256.03200000000004,48,18,27,32,6,6,355.6,163,0.35000000000000003,-0.17666666666666667,0.6133333333333333,0.44333333333333336,0.61,0.62,0.52,0.33,0.44,0.5,0.61,3.3,15.786413043478252,-0.1434782608695638,-43.025777777777776,15.575714285714284,-163.71129032258062,58.09714285714285,44.542258064516126,29.166000000000007,-25.91741935483871,6.617333333333347,13.14193548387097,-19.971612903225807,-12.811,34.22548387096774,24.690999999999995,-13.677096774193547,0.07833333333333334,73,193
1960,356,107,116,83,-114.16,-45.84,-87.52000000000001,301.68,490.5600000000002,347.7699999999999,115.27,-22.779999999999994,271.78,439.42,408.94000000000005,15.24,0,0,15.239999999999998,302.26000000000005,84.582,115.06199999999998,55.372,92.964,217.93199999999996,239.52199999999996,96.52,122.68199999999997,23.734853884533145,20.75125973431058,11.925601750547044,85.91549295774648,100,100,86.36363636363636,28.87029288702928,29,19,24,0,0,0,5,16,31,27,27,6,0,4,15,26,838.3300000000002,953.6000000000001,463.0399999999999,440.25999999999993,15.239999999999998,317.50000000000006,0,15.239999999999998,457.45399999999995,553.9739999999999,336.042,458.72399999999993,0,5,5,21,4,19,19,45,214.16,168.32,-133.36,-247.52,424.18000000000006,863.6000000000001,848.3600000000001,1120.14,148.336,263.39799999999997,170.43399999999997,255.01599999999996,37,7,16,28,4,5,431.8,169,-0.00666666666666667,0.13333333333333333,-0.08,-0.02333333333333333,-0.1,-0.1,-0.07,0.03,-0.03,0.05,-0.04,-0.29000000000000004,-36.277826086956516,-5.953260869565218,-104.26054945054943,28.061208791208784,-178.9309677419355,-209.93206896551723,-106.63612903225807,41.13199999999999,-40.832258064516125,14.321333333333335,5.753225806451611,-37.28032258064516,9.959333333333333,42.00096774193548,31.758666666666663,69.26387096774194,0.04916666666666667,94,199
1961,349,112,129,75,-210.81000000000003,-58.31999999999999,45.81,171.36,591.6400000000001,339.42999999999995,189.73,-137.76,662.9400000000002,515.62,429.26,480.06,0,0,0,459.74,48.513999999999996,87.63,101.346,150.62199999999999,56.134,41.91,47.244,42.672,6.818993216708316,14.526315789473685,19.10004786979416,23.882400322190893,100,100,100,8.493427704752273,26,15,11,2,0,0,1,25,31,24,23,16,0,1,8,29,931.07,1120.8,529.16,391.4,0,459.74,0,0,98.044,145.288,89.154,131.826,0,1,1,26,1,9,9,38,217.17000000000002,158.85000000000002,-12.509999999999991,-223.32,909.3199999999999,1424.94,944.88,1607.8200000000002,251.968,339.59799999999996,188.976,237.49,48,20,33,22,8,12,889,127,0.12000000000000001,0.09333333333333335,0.04,0.19666666666666668,0.04,0.03,0.04,0.09,0.2,0.12,0.05,0.4799999999999999,-22.793913043478263,44.80271739130435,42.498666666666665,-17.922197802197797,1.37483870967742,40.06535714285716,-10.54645161290322,-43.830666666666666,-14.68322580645161,92.78233333333333,-7.292580645161294,50.46612903225807,38.532000000000004,-92.58064516129032,2.770666666666664,85.82032258064515,0.095,83,202
1962,350,99,114,77,-140.54999999999998,-140.28,43.87,260.29,457.50999999999993,394.19,138.31999999999996,-74.73,149.86,749.3000000000001,96.51999999999998,45.72,0,0,187.95999999999998,502.91999999999996,99.06,128.26999999999998,61.722,116.33199999999998,66.03999999999999,33.528,121.66600000000001,93.472,39.795918367346935,14.616497829232994,39.00481540930979,71.78683385579939,100,100,39.29450369155046,15.67291311754685,24,23,10,0,0,0,6,19,30,27,24,8,0,0,14,28,851.6999999999999,990.0199999999999,532.51,457.78,187.95999999999998,690.8799999999999,0,187.95999999999998,99.56799999999998,221.23399999999998,155.19400000000002,248.666,0,6,6,25,0,14,14,42,304.16,163.88000000000002,-96.41,-236.95999999999998,142.23999999999998,891.5400000000001,845.82,995.6800000000001,178.05399999999997,306.32399999999996,189.992,289.05199999999996,51,21,26,29,7,8,482.6,139,-0.24666666666666667,-0.10333333333333333,-0.20666666666666667,-0.25,-0.24,-0.22,-0.2,-0.26,-0.26,-0.19,-0.16,-1.27,-78.27467391304347,-0.9527173913043534,-25.41744444444443,6.062747252747255,105.54709677419355,-5.888928571428567,-260.1125806451613,59.00033333333335,-29.283548387096776,50.663666666666664,-85.12516129032258,33.26838709677419,48.89233333333334,20.170322580645166,-51.34466666666667,-174.02064516129033,0.10666666666666667,85,189
1963,345,99,119,72,-166.69,-183.05999999999997,58.339999999999996,261.13,433.87,343.88,72.78,-127.5,431.80000000000007,637.54,345.44000000000005,0,0,22.86,142.24,502.92,82.29599999999999,66.802,87.122,41.656000000000006,89.916,137.414,85.344,101.85400000000003,16.007905138339922,9.484313018391635,20.140927774515557,100,100,85.73692551505546,37.49999999999999,16.84166316673667,27,23,11,0,0,0,6,24,31,28,25,5,0,4,21,25,777.75,850.53,416.65999999999997,289.15999999999997,165.10000000000002,668.02,22.86,165.10000000000002,227.32999999999998,312.674,222.75799999999998,324.612,0,6,6,30,4,25,25,50,319.46999999999997,136.41000000000003,-124.71999999999997,-291.41,345.44000000000005,982.98,982.98,1414.7800000000002,128.77800000000002,195.58,153.924,236.22000000000003,50,20,25,31,6,6,787.4,153,0.24333333333333335,0.84,-0.32666666666666666,-0.21333333333333332,-0.4,-0.15,0.15,0.27,-0.22,-0.31,-0.43,-1.3599999999999999,16.079239130434786,-13.609130434782609,-130.2958888888889,-14.963956043956049,-228.2116129032258,-112.095,-12.543870967741926,-70.182,128.1809677419355,-24.922333333333334,-18.970000000000006,2.700000000000002,-4.032666666666658,5.125161290322579,-46.653999999999996,-48.819677419354846,0.11916666666666667,80,189
1964,351,100,114,78,-77.80000000000001,-110.27,78.33,213.33,524.4599999999999,468.91999999999996,210.83000000000004,-169.71999999999997,675.64,685.8000000000001,50.8,0,0,0,7.619999999999999,421.64,125.98400000000001,74.92999999999999,83.05799999999999,104.14000000000001,17.526,7.619999999999999,169.67199999999997,57.65800000000001,15.716096324461343,9.849749582637727,62.0493358633776,100,100,100,95.70200573065902,12.02967673555909,21,25,6,2,0,0,0,28,26,29,24,9,0,1,6,30,993.3799999999999,1204.21,679.75,510.03000000000003,7.619999999999999,429.26,0,7.619999999999999,25.146,194.81799999999998,177.29199999999997,234.95,0,0,0,28,1,7,7,37,291.66,181.39000000000001,-31.939999999999998,-109.74,50.8,736.6,736.6,1412.24,187.198,262.12800000000004,157.988,283.972,53,25,28,28,7,6,635,142,-0.2633333333333333,-0.6133333333333333,1,1.2933333333333334,1.07,0.62,0.12,-0.33,1.29,1.37,1.31,5.78,2.3292391304347784,-3.0839130434782533,-120.33186813186813,44.92912087912087,-130.14032258064515,-129.28655172413792,-52.45612903225806,1.2259999999999942,58.18225806451613,25.494666666666678,23.68838709677419,-57.51290322580645,85.85766666666666,87.67645161290322,-40.17166666666664,-102.14645161290323,-0.14250000000000002,78,200
